,stationcode,nombre,lat,lon,alt
0,35025090,BOSQUE INTERVENIDO   [35025090],4.664888888889,-73.846638888889,2944
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
119,801490,LA NUBIA,5.03,-75.465,2094.3
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,14741,87506,0.17,2,0,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,14741,87506,0.17,10881,0.74,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,14741,87506,0.17,12730,0.86,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,14741,87506,0.17,14345,0.97,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,14741,87506,0.17,14685,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,14741,87506,0.17,14110,0.96,04/05/2008 14:00:00,28/04/2018 16:00:00
120,802110,EL EDEN,4.453,-75.766,1216.2
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,49673,87506,0.57,6911,0.14,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,49673,87506,0.57,17889,0.36,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,49673,87506,0.57,49366,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,49673,87506,0.57,48165,0.97,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,49673,87506,0.57,49240,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,49673,87506,0.57,49599,1,04/05/2008 14:00:00,28/04/2018 16:00:00
121,803080,GUILLERMO LEON VALENCIA,2.454,-76.609,1733.4
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,TS,220,86736,0,214,0.97,04/05/2008 14:00:00,27/03/2018 14:00:00
,VV,220,86736,0,219,1,04/05/2008 14:00:00,27/03/2018 14:00:00
,NUB,220,86736,0,216,0.98,04/05/2008 14:00:00,27/03/2018 14:00:00
,DV,220,86736,0,82,0.37,04/05/2008 14:00:00,27/03/2018 14:00:00
,HR,220,86736,0,198,0.9,04/05/2008 14:00:00,27/03/2018 14:00:00
,PR,220,86736,0,0,0,04/05/2008 14:00:00,27/03/2018 14:00:00
122,47035030,PNN LA PAYA AUTOMATICA [47035030],0.173722222222,-74.898138888889,194
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,11771,47705,0.25,6600,0.56,21/08/2007 09:00:00,29/01/2013 02:00:00
,HR,11499,47705,0.24,11497,1,21/08/2007 09:00:00,29/01/2013 02:00:00
123,21206940,CIUDAD BOLIVAR AUTOMATICA [21206940],4.576861111111,-74.176777777778,2687
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,32524,33195,0.98,31339,0.96,08/10/2010 01:00:00,22/07/2014 04:00:00
,VV,219667,512871,0.43,219649,1,20/10/2004 14:00:00,22/07/2014 04:30:00
,TS,85227,85478,1,75601,0.89,20/10/2004 14:00:00,22/07/2014 04:00:00
,RS,79237,83739,0.95,55589,0.7,01/01/2005 01:00:00,22/07/2014 04:00:00
,PR,471775,512873,0.92,468393,0.99,20/10/2004 14:00:00,22/07/2014 04:50:00
,TS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,193889,449882,0.43,169077,0.87,01/01/2006 00:10:00,22/07/2014 04:30:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
124,23195230,NEOMUNDO AUTOMATICA [23195230],7.102611111111,-73.107305555556,970
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,301928,662145,0.46,301773,1,26/07/2005 15:30:00,26/02/2018 21:00:00
,VV,288599,662133,0.44,288431,1,26/07/2005 15:30:00,26/02/2018 19:00:00
,DV,422961,653648,0.65,287353,0.68,26/07/2005 00:10:00,29/12/2017 05:30:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,RS,54048,110297,0.49,50259,0.93,26/07/2005 16:00:00,24/02/2018 09:00:00
,HR,51246,110371,0.46,50810,0.99,26/07/2005 16:00:00,27/02/2018 11:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,TS,53093,108940,0.49,1,0,26/07/2005 01:00:00,29/12/2017 05:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
125,802100,MATECANA,4.813,-75.74,1346
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,70883,87580,0.81,7860,0.11,04/05/2008 14:00:00,01/05/2018 18:00:00
,VV,70883,87580,0.81,70662,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,HR,70883,87580,0.81,70800,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,DV,70883,87580,0.81,44551,0.63,04/05/2008 14:00:00,01/05/2018 18:00:00
,TS,70883,87580,0.81,70826,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,NUB,70883,87580,0.81,70600,1,04/05/2008 14:00:00,01/05/2018 18:00:00
126,800890,OTU,7.01,-74.715,609.6
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,1,0,∞,1,1,06/08/2010 06:00:00,06/08/2010 06:00:00
,DV,1,0,∞,0,0,06/08/2010 06:00:00,06/08/2010 06:00:00
,NUB,1,0,∞,1,1,06/08/2010 06:00:00,06/08/2010 06:00:00
,TS,1,0,∞,1,1,06/08/2010 06:00:00,06/08/2010 06:00:00
,PR,1,0,∞,0,0,06/08/2010 06:00:00,06/08/2010 06:00:00
,VV,1,0,∞,1,1,06/08/2010 06:00:00,06/08/2010 06:00:00
127,26135320,NEV SANTA ISABEL AUTOMATICA [26135320],4.802611111111,-75.380472222222,4757
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,169170,652257,0.26,166536,0.98,30/09/2005 07:30:00,23/02/2018 21:00:00
,RS,69584,108719,0.64,62636,0.9,30/09/2005 10:00:00,24/02/2018 09:00:00
,PR,53998,60797,0.89,53998,1,31/12/2016 16:10:00,26/02/2018 21:00:00
,HR,69296,108793,0.64,62460,0.9,30/09/2005 10:00:00,27/02/2018 11:00:00
,VV,164854,652677,0.25,158428,0.96,30/09/2005 07:30:00,26/02/2018 19:00:00
128,15075501,APTO PTO BOLIVAR AUTO [15075501],12.224305555556,-71.982888888889,10
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,24327,29046,0.84,24327,1,20/08/2014 17:00:00,12/12/2017 23:00:00
,RS,21118,27608,0.76,21093,1,01/01/2015 01:00:00,24/02/2018 09:00:00
,PR,519744,185207,2.81,519742,1,20/08/2014 16:20:00,26/02/2018 20:10:00
,TS,24653,29046,0.85,24621,1,20/08/2014 17:00:00,12/12/2017 23:00:00
,DV,158172,194739,0.81,158106,1,12/06/2014 13:40:00,23/02/2018 22:10:00
,VV,158307,195032,0.81,158222,1,13/06/2014 10:50:00,26/02/2018 20:10:00
129,21195160,SUBIA AUTOMATICA [21195160],4.476611111111,-74.383888888889,2075
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,165504,285453,0.58,165499,1,30/07/2006 11:10:00,02/01/2012 18:40:00
,HR,40001,51464,0.78,39995,1,30/07/2006 12:00:00,12/06/2012 20:00:00
,DV,165495,285453,0.58,165490,1,30/07/2006 11:10:00,02/01/2012 18:40:00
,TS,39998,51464,0.78,39996,1,30/07/2006 12:00:00,12/06/2012 20:00:00
,PR,239669,308794,0.78,239662,1,30/07/2006 11:00:00,12/06/2012 20:40:00
,RS,39864,51464,0.77,39728,1,30/07/2006 12:00:00,12/06/2012 20:00:00
130,29045190,A.E.CORTISSOZ AUTOM   [29045190],10.917777777778,-74.779722222222,14
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,1894,60738,0.03,1894,1,01/01/2017 07:00:00,27/02/2018 02:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,235425,252487,0.93,232125,0.99,10/05/2013 10:50:00,26/02/2018 20:00:00
,HR,36586,42162,0.87,35230,0.96,07/05/2013 18:00:00,27/02/2018 12:00:00
,DV,140665,251424,0.56,140639,1,14/05/2013 22:00:00,23/02/2018 22:00:00
,RS,32381,35104,0.92,32381,1,22/02/2014 18:00:00,24/02/2018 10:00:00
131,35025110,LA LIBERTAD AUTOMATICA [35025110],4.057361111111,-73.467916666667,336
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,42193,10109,4.17,42193,1,01/01/2017 10:10:00,26/02/2018 16:00:00
,VV,6908,58806,0.12,6908,1,01/01/2017 15:00:00,14/02/2018 00:00:00
,DV,170941,59166,2.89,170934,1,25/05/2011 17:30:00,23/02/2018 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,40282,73287,0.55,40282,1,18/10/2009 01:00:00,26/02/2018 16:00:00
,RS,38030,59166,0.64,23149,0.61,25/05/2011 18:00:00,23/02/2018 00:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
132,824110,TABATINGA,-4.256,-69.936,85
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,50804,87671,0.58,44369,0.87,30/04/2008 19:00:00,01/05/2018 18:00:00
,TS,50804,87671,0.58,46049,0.91,30/04/2008 19:00:00,01/05/2018 18:00:00
,PR,50804,87671,0.58,0,0,30/04/2008 19:00:00,01/05/2018 18:00:00
,HR,50804,87671,0.58,46036,0.91,30/04/2008 19:00:00,01/05/2018 18:00:00
,NUB,50804,87671,0.58,45383,0.89,30/04/2008 19:00:00,01/05/2018 18:00:00
,VV,50804,87671,0.58,50130,0.99,30/04/2008 19:00:00,01/05/2018 18:00:00
133,21206990,TIBAITATA AUTOMATICA [21206990],4.691416666667,-74.209,2543
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,325975,663413,0.49,321703,0.99,01/02/2005 18:00:00,13/09/2017 18:50:00
,DV,323507,663413,0.49,323312,1,01/02/2005 18:00:00,13/09/2017 18:50:00
,RS,100531,114495,0.88,83565,0.83,01/02/2005 18:00:00,24/02/2018 09:00:00
,PR,603924,687330,0.88,603913,1,01/02/2005 18:00:00,26/02/2018 21:00:00
,HR,101175,114569,0.88,99310,0.98,01/02/2005 18:00:00,27/02/2018 11:00:00
134,800630,LOS GARZONES,8.824,-75.826,11
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,44391,87506,0.51,5145,0.12,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,44391,87506,0.51,12698,0.29,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,44391,87506,0.51,43336,0.98,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,44391,87506,0.51,43988,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,44391,87506,0.51,44248,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,44391,87506,0.51,44295,1,04/05/2008 14:00:00,28/04/2018 16:00:00
135,21206600,NUEVA GENERACION AUTOMATICA[21206600],4.782222222222,-74.094333333333,2590
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,TS,52105,70704,0.74,6335,0.12,06/01/2010 00:00:00,30/01/2018 00:00:00
,DV,183053,427806,0.43,182958,1,06/01/2010 00:00:00,23/02/2018 21:00:00
,VV,182985,424224,0.43,149261,0.82,06/01/2010 00:00:00,30/01/2018 00:00:00
,PR,191184,502919,0.38,184790,0.97,05/08/2008 09:09:00,26/02/2018 21:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,52114,70704,0.74,51597,0.99,06/01/2010 00:00:00,30/01/2018 00:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,RS,52609,71312,0.74,51244,0.97,06/01/2010 00:00:00,24/02/2018 08:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,TS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
136,16015130,ALCALDIA DE HERRAN AUTOMATICA [16015130],7.506722222222,-72.485361111111,2040
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,375459,600413,0.63,373691,1,25/09/2006 09:10:00,23/02/2018 22:00:00
,PR,380355,600839,0.63,380329,1,25/09/2006 09:10:00,26/02/2018 21:00:00
,HR,63389,100153,0.63,63379,1,25/09/2006 10:00:00,27/02/2018 11:00:00
,RS,82623,129612,0.64,51998,0.63,13/05/2003 21:36:00,24/02/2018 10:00:00
,VV,375824,600827,0.63,364168,0.97,25/09/2006 09:10:00,26/02/2018 19:00:00
,TS,64271,100061,0.64,62625,0.97,25/09/2006 10:00:00,23/02/2018 15:00:00
137,11105020,CARMEN DEL DARIEN AUTOMATICA [11105020],7.154333333333,-76.977194444444,18
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,27524,109419,0.25,27206,0.99,31/08/2005 12:00:00,23/02/2018 15:27:00
,PR,161961,109415,1.48,155117,0.96,31/08/2005 11:20:00,23/02/2018 10:27:00
,VV,5495,250422,0.02,5495,1,31/08/2005 16:00:00,05/06/2010 17:00:00
,TS,31397,111075,0.28,25899,0.82,23/06/2005 11:08:00,23/02/2018 14:27:00
,DV,33396,115231,0.29,32123,0.96,01/01/2005 03:03:05,23/02/2018 10:27:00
,RS,27444,109413,0.25,26517,0.97,31/08/2005 13:00:00,23/02/2018 10:27:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
138,29035000,SINCERIN [29035000],10.142583333333,-75.278277777778,10
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,675,54636,0.01,675,1,04/01/2017 10:00:00,18/01/2018 20:00:00
,HR,41265,41973,0.98,41265,1,15/05/2013 14:00:00,27/02/2018 11:00:00
,DV,204876,251274,0.82,204272,1,15/05/2013 22:00:00,23/02/2018 21:00:00
,VV,205931,251477,0.82,204890,0.99,17/05/2013 10:10:00,26/02/2018 19:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
139,29065140,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,5895,49626,0.12,5895,1,07/03/2017 16:00:00,15/02/2018 07:00:00
,VV,6030,50400,0.12,6030,1,07/03/2017 16:00:00,20/02/2018 16:00:00
,HR,6058,8400,0.72,6034,1,07/03/2017 16:00:00,20/02/2018 16:00:00
140,801005,MELGAR AB,4.216,-74.635,313.3
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,3,3648,0,3,1,24/04/2014 14:00:00,23/09/2014 14:00:00
,PR,3,3648,0,0,0,24/04/2014 14:00:00,23/09/2014 14:00:00
,DV,3,3648,0,0,0,24/04/2014 14:00:00,23/09/2014 14:00:00
,TS,3,3648,0,3,1,24/04/2014 14:00:00,23/09/2014 14:00:00
,VV,3,3648,0,2,0.67,24/04/2014 14:00:00,23/09/2014 14:00:00
,NUB,3,3648,0,2,0.67,24/04/2014 14:00:00,23/09/2014 14:00:00
141,803980,ALFREDO VASQUEZ COBO,-4.193,-69.943,84.4
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,78215,87580,0.89,21744,0.28,04/05/2008 14:00:00,01/05/2018 18:00:00
,VV,78215,87580,0.89,77715,0.99,04/05/2008 14:00:00,01/05/2018 18:00:00
,TS,78215,87580,0.89,78127,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,NUB,78215,87580,0.89,70559,0.9,04/05/2008 14:00:00,01/05/2018 18:00:00
,PR,78215,87580,0.89,9660,0.12,04/05/2008 14:00:00,01/05/2018 18:00:00
,HR,78215,87580,0.89,78064,1,04/05/2008 14:00:00,01/05/2018 18:00:00
142,26075150,A.A.BONILLA AUTOM   [26075150],3.532991666667,-76.3825,961
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,163159,184505,0.88,163140,1,22/08/2014 14:10:00,23/02/2018 21:00:00
,PR,36576,60755,0.6,36576,1,31/12/2016 23:10:00,26/02/2018 21:00:00
,HR,30119,30836,0.98,30119,1,22/08/2014 15:00:00,27/02/2018 11:00:00
,VV,144770,184921,0.78,144435,1,22/08/2014 14:50:00,26/02/2018 19:00:00
,RS,30046,30762,0.98,30046,1,22/08/2014 15:00:00,24/02/2018 09:00:00
143,26125290,ARMENIA AUTOM   [26125290],4.531583333333,-75.690694444444,1485
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,43780,49967,0.88,43780,1,31/12/2016 14:10:00,13/12/2017 14:00:00
,HR,92241,110204,0.84,92235,1,18/05/2005 18:00:00,13/12/2017 14:00:00
,RS,65216,94197,0.69,65216,1,02/02/2006 02:00:00,31/10/2016 23:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,562238,661650,0.85,562156,1,15/05/2005 19:00:00,13/12/2017 14:00:00
,DV,562573,661655,0.85,558435,0.99,15/05/2005 18:10:00,13/12/2017 14:00:00
144,12015110,CHIGORODO AUTOM   [12015110],7.671138888889,-76.694055555556,44
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,55204,115257,0.48,40510,0.73,01/01/2005 01:00:00,24/02/2018 10:00:00
,TS,52505,115238,0.46,48632,0.93,01/01/2005 01:00:00,23/02/2018 15:00:00
,DV,48131,691458,0.07,48131,1,01/01/2005 05:00:00,24/02/2018 00:00:00
,HR,52590,115330,0.46,52590,1,01/01/2005 01:00:00,27/02/2018 11:00:00
,PR,331531,691887,0.48,331530,1,01/01/2005 00:30:00,26/02/2018 19:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,279940,691887,0.4,272058,0.97,01/01/2005 00:30:00,26/02/2018 19:00:00
145,801120,JOSE MARIA CORDOVA,6.165,-75.423,2142.1
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,91670,87580,1.05,90252,0.98,04/05/2008 14:00:00,01/05/2018 18:00:00
,TS,91670,87580,1.05,90311,0.99,04/05/2008 14:00:00,01/05/2018 18:00:00
,NUB,91670,87580,1.05,89364,0.97,04/05/2008 14:00:00,01/05/2018 18:00:00
,DV,91670,87580,1.05,43436,0.47,04/05/2008 14:00:00,01/05/2018 18:00:00
,PR,91670,87580,1.05,11185,0.12,04/05/2008 14:00:00,01/05/2018 18:00:00
,VV,91670,87580,1.05,91355,1,04/05/2008 14:00:00,01/05/2018 18:00:00
146,23105070,MACEO AUTOMATICA (23105070),6.571638888889,-74.794722222222,980
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,85883,104128,0.82,85872,1,12/04/2006 19:00:00,27/02/2018 11:00:00
,PR,515849,624682,0.83,515716,1,12/04/2006 18:20:00,26/02/2018 20:00:00
,VV,349997,624676,0.56,349791,1,12/04/2006 18:20:00,26/02/2018 19:00:00
,DV,349188,624262,0.56,348606,1,12/04/2006 18:20:00,23/02/2018 22:00:00
,RS,145980,104055,1.4,96808,0.66,12/04/2006 19:00:00,24/02/2018 10:00:00
147,22025040,EL DIABLO AUTOM  [22025040],2.977722222222,-76.063833333333,495
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,16540,68386,0.24,14437,0.87,01/01/2005 13:00:00,20/10/2012 23:00:00
,HR,16326,68386,0.24,16325,1,01/01/2005 13:00:00,20/10/2012 23:00:00
,DV,93146,410217,0.23,93142,1,01/01/2005 12:50:00,20/10/2012 06:20:00
,VV,96879,410217,0.24,88698,0.92,01/01/2005 12:50:00,20/10/2012 06:20:00
148,21115020,APTO BENITO SALAS [21115020],2.94875,-75.293055555556,439
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,4570,118152,0.04,632,0.14,09/03/1990 00:00:00,31/08/2003 00:00:00
149,52025090,LA SIERRA AUTOM  [52025090],2.193833333333,-76.750333333333,1870
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,71065,109199,0.65,71060,1,13/09/2005 12:00:00,27/02/2018 11:00:00
,DV,53842,60371,0.89,53842,1,31/12/2016 14:10:00,23/02/2018 20:00:00
,PR,55751,60803,0.92,55751,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,RS,70906,109124,0.65,57349,0.81,13/09/2005 13:00:00,24/02/2018 09:00:00
,VV,55262,60791,0.91,55262,1,31/12/2016 14:10:00,26/02/2018 18:00:00
150,690186,SAN JOSE DEL GUAVIA,2.567,-72.633,184
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,986,1260,0.78,356,0.36,01/05/2008 13:24:00,23/06/2008 02:00:00
,PR,986,1260,0.78,0,0,01/05/2008 13:24:00,23/06/2008 02:00:00
,TS,986,1260,0.78,976,0.99,01/05/2008 13:24:00,23/06/2008 02:00:00
,HR,986,1260,0.78,976,0.99,01/05/2008 13:24:00,23/06/2008 02:00:00
,NUB,986,1260,0.78,0,0,01/05/2008 13:24:00,23/06/2008 02:00:00
,VV,986,1260,0.78,976,0.99,01/05/2008 13:24:00,23/06/2008 02:00:00
151,21115010,DESIERTO LA TATACOA AUTOMATICA [21115010],3.234472222222,-75.168194444444,459
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,173581,208995,0.83,173569,1,22/06/2005 14:40:00,12/06/2009 23:10:00
,VV,173608,208995,0.83,173602,1,22/06/2005 14:40:00,12/06/2009 23:10:00
,PR,180219,209124,0.86,180214,1,21/06/2005 17:10:00,12/06/2009 23:10:00
,HR,30273,34853,0.87,30254,1,21/06/2005 18:00:00,12/06/2009 23:00:00
,TS,30279,34832,0.87,30277,1,22/06/2005 15:00:00,12/06/2009 23:00:00
,RS,30250,34852,0.87,30225,1,21/06/2005 19:00:00,12/06/2009 23:00:00
152,25025000,EL DIFICIL AUTOM [25025000],9.911972222222,-74.085805555556,120
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,2410,60264,0.04,2410,1,01/01/2017 14:00:00,24/02/2018 02:00:00
,VV,198893,251889,0.79,198816,1,14/05/2013 13:30:00,26/02/2018 19:00:00
,HR,39499,42000,0.94,39499,1,14/05/2013 11:00:00,27/02/2018 11:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,198447,251479,0.79,198413,1,14/05/2013 11:50:00,23/02/2018 21:00:00
153,802220,ELDORADO INTL,4.702,-74.147,2548.4
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,96258,87671,1.1,95739,0.99,30/04/2008 19:00:00,01/05/2018 18:00:00
,NUB,96258,87671,1.1,94560,0.98,30/04/2008 19:00:00,01/05/2018 18:00:00
,DV,96258,87671,1.1,75424,0.78,30/04/2008 19:00:00,01/05/2018 18:00:00
,TS,96258,87671,1.1,96010,1,30/04/2008 19:00:00,01/05/2018 18:00:00
,HR,96258,87671,1.1,95921,1,30/04/2008 19:00:00,01/05/2018 18:00:00
,PR,96258,87671,1.1,7470,0.08,30/04/2008 19:00:00,01/05/2018 18:00:00
154,25020430,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,36535,56507,0.65,36535,1,18/01/2017 21:10:00,15/02/2018 07:00:00
155,31095030,PTO INIRIDA AUTOMATICA [31095030],3.867666666667,-67.931694444444,100
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,63319,110968,0.57,62767,0.99,01/07/2005 19:00:00,27/02/2018 11:00:00
,VV,45859,665712,0.07,45859,1,01/07/2005 23:00:00,26/02/2018 23:00:00
,DV,270218,110882,2.44,269574,1,01/07/2005 18:20:00,23/02/2018 21:00:00
,PR,18605,9321,2,18605,1,03/02/2017 11:50:00,26/02/2018 21:00:00
,RS,60711,110891,0.55,55254,0.91,01/07/2005 19:00:00,24/02/2018 06:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
156,26145090,STA EMILIA AUTOM  [26145090],5.207472222222,-75.902944444444,1748
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,95997,108104,0.89,82169,0.86,26/10/2005 01:00:00,24/02/2018 09:00:00
,VV,442436,648974,0.68,437925,0.99,26/10/2005 00:40:00,26/02/2018 19:00:00
,DV,449354,648554,0.69,444731,0.99,26/10/2005 00:40:00,23/02/2018 21:00:00
,HR,93734,108178,0.87,93720,1,26/10/2005 01:00:00,27/02/2018 11:00:00
,PR,55727,60791,0.92,55727,1,31/12/2016 17:10:00,26/02/2018 21:00:00
157,15075150,PAICI AUTOMATICA [15075150],11.594944444444,-72.32575,45
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,26695,279330,0.1,26695,1,05/11/2012 05:00:00,27/02/2018 00:00:00
,RS,72894,115255,0.63,64704,0.89,01/01/2005 03:00:00,24/02/2018 10:00:00
,PR,199788,323987,0.62,199338,1,31/12/2011 00:10:00,26/02/2018 22:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,71954,115329,0.62,71950,1,01/01/2005 03:00:00,27/02/2018 12:00:00
,TS,71950,115053,0.63,71947,1,01/01/2005 03:00:00,16/02/2018 00:00:00
,DV,418718,691463,0.61,418169,1,01/01/2005 02:10:00,23/02/2018 22:00:00
158,51027060,SAN JUAN MIRA AUTOM [51027060],1.423888888889,-78.670277777778,2
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56185,10120,5.55,56158,1,01/01/2017 03:20:00,26/02/2018 20:10:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
159,52035040,VIENTO LIBRE AUTOM  [52035040],1.6185,-77.343611111111,1400
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,53668,60365,0.89,53668,1,31/12/2016 15:10:00,23/02/2018 20:00:00
